Date, MaxTemperature, MaxTemperatureNormal, MaxTemperatureDeparture, MinTemperature, MinTemperatureNormal, MinTemperatureDeparture, AvgTemperature, AvgTemperatureNormal, AvgTemperatureDeparture, AtObsTemperature, Precipitation, PrecipitationNormal, PrecipitationDeparture, Snowfall, SnowfallNormal, SnowfallDeparture, SnowDepth, HDD, HDDNormal, HDDDeparture, CDD, CDDNormal, CDDDeparture, GDD
1940-01-01, M, 36.6, M, M, 20.8, M, M, 28.7, M, M, M, 0.11, M, M, 0.4, M, M, M, 36.3, M, M, 0.0, M, M
1940-01-02, M, 36.4, M, M, 20.6, M, M, 28.5, M, M, M, 0.12, M, M, 0.4, M, M, M, 36.5, M, M, 0.0, M, M
1940-01-03, M, 36.3, M, M, 20.4, M, M, 28.3, M, M, M, 0.11, M, M, 0.5, M, M, M, 36.7, M, M, 0.0, M, M
1940-01-04, M, 36.1, M, M, 20.2, M, M, 28.1, M, M, M, 0.12, M, M, 0.4, M, M, M, 36.9, M, M, 0.0, M, M
1940-01-05, M, 36.0, M, M, 20.0, M, M, 28.0, M, M, M, 0.11, M, M, 0.4, M, M, M, 37.0, M, M, 0.0, M, M
1940-01-06, M, 35.8, M, M, 19.8, M, M, 27.8, M, M, M, 0.12, M, M, 0.4, M, M, M, 37.2, M, M, 0.0, M, M
1940-01-07, M, 35.7, M, M, 19.6, M, M, 27.6, M, M, M, 0.11, M, M, 0.5, M, M, M, 37.3, M, M, 0.0, M, M
1940-01-08, M, 35.5, M, M, 19.5, M, M, 27.5, M, M, M, 0.10, M, M, 0.5, M, M, M, 37.5, M, M, 0.0, M, M
1940-01-09, M, 35.4, M, M, 19.3, M, M, 27.4, M, M, M, 0.11, M, M, 0.4, M, M, M, 37.6, M, M, 0.0, M, M
1940-01-10, M, 35.3, M, M, 19.1, M, M, 27.2, M, M, M, 0.11, M, M, 0.5, M, M, M, 37.8, M, M, 0.0, M, M
1940-01-11, M, 35.2, M, M, 19.0, M, M, 27.1, M, M, M, 0.11, M, M, 0.4, M, M, M, 37.9, M, M, 0.0, M, M
1940-01-12, M, 35.1, M, M, 18.9, M, M, 27.0, M, M, M, 0.11, M, M, 0.5, M, M, M, 38.0, M, M, 0.0, M, M
1940-01-13, M, 35.1, M, M, 18.7, M, M, 26.9, M, M, M, 0.11, M, M, 0.5, M, M, M, 38.1, M, M, 0.0, M, M
1940-01-14, M, 35.0, M, M, 18.6, M, M, 26.8, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.2, M, M, 0.0, M, M
1940-01-15, M, 34.9, M, M, 18.5, M, M, 26.7, M, M, M, 0.11, M, M, 0.4, M, M, M, 38.3, M, M, 0.0, M, M
1940-01-16, M, 34.9, M, M, 18.4, M, M, 26.6, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.4, M, M, 0.0, M, M
1940-01-17, M, 34.8, M, M, 18.3, M, M, 26.6, M, M, M, 0.11, M, M, 0.5, M, M, M, 38.4, M, M, 0.0, M, M
1940-01-18, M, 34.8, M, M, 18.2, M, M, 26.5, M, M, M, 0.10, M, M, 0.4, M, M, M, 38.5, M, M, 0.0, M, M
1940-01-19, M, 34.8, M, M, 18.2, M, M, 26.5, M, M, M, 0.10, M, M, 0.4, M, M, M, 38.5, M, M, 0.0, M, M
1940-01-20, M, 34.8, M, M, 18.1, M, M, 26.4, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.5, M, M, 0.0, M, M
1940-01-21, M, 34.8, M, M, 18.1, M, M, 26.4, M, M, M, 0.10, M, M, 0.4, M, M, M, 38.6, M, M, 0.0, M, M
1940-01-22, M, 34.8, M, M, 18.0, M, M, 26.4, M, M, M, 0.11, M, M, 0.5, M, M, M, 38.6, M, M, 0.0, M, M
1940-01-23, M, 34.8, M, M, 18.0, M, M, 26.4, M, M, M, 0.10, M, M, 0.4, M, M, M, 38.6, M, M, 0.0, M, M
1940-01-24, M, 34.9, M, M, 18.0, M, M, 26.4, M, M, M, 0.10, M, M, 0.4, M, M, M, 38.6, M, M, 0.0, M, M
1940-01-25, M, 34.9, M, M, 18.0, M, M, 26.5, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.5, M, M, 0.0, M, M
1940-01-26, M, 35.0, M, M, 18.0, M, M, 26.5, M, M, M, 0.11, M, M, 0.5, M, M, M, 38.5, M, M, 0.0, M, M
1940-01-27, M, 35.1, M, M, 18.0, M, M, 26.6, M, M, M, 0.09, M, M, 0.5, M, M, M, 38.4, M, M, 0.0, M, M
1940-01-28, M, 35.2, M, M, 18.1, M, M, 26.6, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.4, M, M, 0.0, M, M
1940-01-29, M, 35.3, M, M, 18.1, M, M, 26.7, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.3, M, M, 0.0, M, M
1940-01-30, M, 35.4, M, M, 18.2, M, M, 26.8, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.2, M, M, 0.0, M, M
1940-01-31, M, 35.5, M, M, 18.3, M, M, 26.9, M, M, M, 0.10, M, M, 0.5, M, M, M, 38.1, M, M, 0.0, M, M
1940-02-01, M, 35.6, M, M, 18.4, M, M, 27.0, M, M, M, 0.11, M, M, 0.6, M, M, M, 38.0, M, M, 0.0, M, M
1940-02-02, M, 35.8, M, M, 18.5, M, M, 27.1, M, M, M, 0.10, M, M, 0.5, M, M, M, 37.9, M, M, 0.0, M, M
1940-02-03, M, 35.9, M, M, 18.6, M, M, 27.2, M, M, M, 0.11, M, M, 0.6, M, M, M, 37.7, M, M, 0.0, M, M
1940-02-04, M, 36.1, M, M, 18.7, M, M, 27.4, M, M, M, 0.10, M, M, 0.6, M, M, M, 37.6, M, M, 0.0, M, M
1940-02-05, M, 36.3, M, M, 18.8, M, M, 27.5, M, M, M, 0.11, M, M, 0.5, M, M, M, 37.5, M, M, 0.0, M, M
1940-02-06, M, 36.5, M, M, 19.0, M, M, 27.7, M, M, M, 0.11, M, M, 0.6, M, M, M, 37.3, M, M, 0.0, M, M
1940-02-07, M, 36.6, M, M, 19.1, M, M, 27.9, M, M, M, 0.10, M, M, 0.5, M, M, M, 37.1, M, M, 0.0, M, M
1940-02-08, M, 36.8, M, M, 19.3, M, M, 28.1, M, M, M, 0.10, M, M, 0.6, M, M, M, 36.9, M, M, 0.0, M, M
1940-02-09, M, 37.1, M, M, 19.4, M, M, 28.2, M, M, M, 0.10, M, M, 0.5, M, M, M, 36.8, M, M, 0.0, M, M
1940-02-10, M, 37.3, M, M, 19.6, M, M, 28.4, M, M, M, 0.11, M, M, 0.6, M, M, M, 36.6, M, M, 0.0, M, M
1940-02-11, M, 37.5, M, M, 19.8, M, M, 28.6, M, M, M, 0.10, M, M, 0.5, M, M, M, 36.4, M, M, 0.0, M, M
1940-02-12, M, 37.7, M, M, 20.0, M, M, 28.9, M, M, M, 0.11, M, M, 0.6, M, M, M, 36.1, M, M, 0.0, M, M
1940-02-13, M, 38.0, M, M, 20.2, M, M, 29.1, M, M, M, 0.11, M, M, 0.5, M, M, M, 35.9, M, M, 0.0, M, M
1940-02-14, M, 38.2, M, M, 20.4, M, M, 29.3, M, M, M, 0.11, M, M, 0.5, M, M, M, 35.7, M, M, 0.0, M, M
1940-02-15, M, 38.4, M, M, 20.6, M, M, 29.5, M, M, M, 0.11, M, M, 0.6, M, M, M, 35.5, M, M, 0.0, M, M
1940-02-16, M, 38.7, M, M, 20.8, M, M, 29.8, M, M, M, 0.12, M, M, 0.5, M, M, M, 35.2, M, M, 0.0, M, M
1940-02-17, M, 39.0, M, M, 21.1, M, M, 30.0, M, M, M, 0.11, M, M, 0.6, M, M, M, 35.0, M, M, 0.0, M, M
1940-02-18, M, 39.2, M, M, 21.3, M, M, 30.2, M, M, M, 0.12, M, M, 0.5, M, M, M, 34.7, M, M, 0.0, M, M
1940-02-19, M, 39.5, M, M, 21.5, M, M, 30.5, M, M, M, 0.12, M, M, 0.6, M, M, M, 34.5, M, M, 0.0, M, M
1940-02-20, M, 39.8, M, M, 21.8, M, M, 30.8, M, M, M, 0.11, M, M, 0.5, M, M, M, 34.2, M, M, 0.0, M, M
1940-02-21, M, 40.0, M, M, 22.0, M, M, 31.0, M, M, M, 0.11, M, M, 0.5, M, M, M, 34.0, M, M, 0.0, M, M
1940-02-22, M, 40.3, M, M, 22.2, M, M, 31.3, M, M, M, 0.12, M, M, 0.5, M, M, M, 33.7, M, M, 0.0, M, M
1940-02-23, M, 40.6, M, M, 22.5, M, M, 31.5, M, M, M, 0.12, M, M, 0.6, M, M, M, 33.5, M, M, 0.0, M, M
1940-02-24, M, 40.9, M, M, 22.7, M, M, 31.8, M, M, M, 0.12, M, M, 0.4, M, M, M, 33.2, M, M, 0.0, M, M
1940-02-25, M, 41.1, M, M, 23.0, M, M, 32.1, M, M, M, 0.12, M, M, 0.5, M, M, M, 32.9, M, M, 0.0, M, M
1940-02-26, M, 41.4, M, M, 23.2, M, M, 32.3, M, M, M, 0.13, M, M, 0.4, M, M, M, 32.7, M, M, 0.0, M, M
1940-02-27, M, 41.7, M, M, 23.5, M, M, 32.6, M, M, M, 0.12, M, M, 0.5, M, M, M, 32.4, M, M, 0.0, M, M
1940-02-28, M, 42.0, M, M, 23.8, M, M, 32.9, M, M, M, 0.12, M, M, 0.4, M, M, M, 32.1, M, M, 0.0, M, M
1940-02-29, M, 42.2, M, M, 23.9, M, M, 33.0, M, M, M, M, M, M, M, M, M, M, 32.0, M, M, 0.0, M, M
1940-03-01, M, 42.3, M, M, 24.0, M, M, 33.2, M, M, M, 0.12, M, M, 0.4, M, M, M, 31.8, M, M, 0.0, M, M
1940-03-02, M, 42.6, M, M, 24.3, M, M, 33.4, M, M, M, 0.13, M, M, 0.5, M, M, M, 31.6, M, M, 0.0, M, M
1940-03-03, M, 42.9, M, M, 24.5, M, M, 33.7, M, M, M, 0.12, M, M, 0.4, M, M, M, 31.3, M, M, 0.0, M, M
1940-03-04, M, 43.2, M, M, 24.8, M, M, 34.0, M, M, M, 0.12, M, M, 0.5, M, M, M, 31.0, M, M, 0.0, M, M
1940-03-05, M, 43.5, M, M, 25.1, M, M, 34.3, M, M, M, 0.13, M, M, 0.4, M, M, M, 30.7, M, M, 0.0, M, M
1940-03-06, M, 43.8, M, M, 25.3, M, M, 34.6, M, M, M, 0.12, M, M, 0.4, M, M, M, 30.4, M, M, 0.0, M, M
1940-03-07, M, 44.1, M, M, 25.6, M, M, 34.9, M, M, M, 0.12, M, M, 0.4, M, M, M, 30.1, M, M, 0.0, M, M
1940-03-08, M, 44.4, M, M, 25.9, M, M, 35.1, M, M, M, 0.13, M, M, 0.4, M, M, M, 29.9, M, M, 0.0, M, M
1940-03-09, M, 44.7, M, M, 26.1, M, M, 35.4, M, M, M, 0.13, M, M, 0.4, M, M, M, 29.6, M, M, 0.0, M, M
1940-03-10, M, 45.1, M, M, 26.4, M, M, 35.7, M, M, M, 0.13, M, M, 0.4, M, M, M, 29.3, M, M, 0.0, M, M
1940-03-11, M, 45.4, M, M, 26.7, M, M, 36.0, M, M, M, 0.12, M, M, 0.4, M, M, M, 29.0, M, M, 0.0, M, M
1940-03-12, M, 45.7, M, M, 27.0, M, M, 36.3, M, M, M, 0.12, M, M, 0.3, M, M, M, 28.7, M, M, 0.0, M, M
1940-03-13, M, 46.0, M, M, 27.2, M, M, 36.6, M, M, M, 0.12, M, M, 0.4, M, M, M, 28.4, M, M, 0.0, M, M
1940-03-14, M, 46.4, M, M, 27.5, M, M, 36.9, M, M, M, 0.12, M, M, 0.3, M, M, M, 28.1, M, M, 0.0, M, M
1940-03-15, M, 46.7, M, M, 27.8, M, M, 37.3, M, M, M, 0.12, M, M, 0.4, M, M, M, 27.7, M, M, 0.0, M, M
1940-03-16, M, 47.1, M, M, 28.1, M, M, 37.6, M, M, M, 0.13, M, M, 0.3, M, M, M, 27.4, M, M, 0.0, M, M
1940-03-17, M, 47.4, M, M, 28.4, M, M, 37.9, M, M, M, 0.13, M, M, 0.3, M, M, M, 27.1, M, M, 0.0, M, M
1940-03-18, M, 47.8, M, M, 28.7, M, M, 38.2, M, M, M, 0.13, M, M, 0.3, M, M, M, 26.8, M, M, 0.0, M, M
1940-03-19, M, 48.2, M, M, 29.0, M, M, 38.6, M, M, M, 0.13, M, M, 0.3, M, M, M, 26.5, M, M, 0.0, M, M
1940-03-20, M, 48.5, M, M, 29.3, M, M, 38.9, M, M, M, 0.12, M, M, 0.2, M, M, M, 26.1, M, M, 0.0, M, M
1940-03-21, M, 48.9, M, M, 29.6, M, M, 39.2, M, M, M, 0.13, M, M, 0.3, M, M, M, 25.8, M, M, 0.0, M, M
1940-03-22, M, 49.3, M, M, 29.9, M, M, 39.6, M, M, M, 0.13, M, M, 0.2, M, M, M, 25.4, M, M, 0.0, M, M
1940-03-23, M, 49.7, M, M, 30.2, M, M, 39.9, M, M, M, 0.12, M, M, 0.2, M, M, M, 25.1, M, M, 0.0, M, M
1940-03-24, M, 50.1, M, M, 30.5, M, M, 40.3, M, M, M, 0.12, M, M, 0.2, M, M, M, 24.7, M, M, 0.0, M, M
1940-03-25, M, 50.5, M, M, 30.8, M, M, 40.6, M, M, M, 0.12, M, M, 0.2, M, M, M, 24.4, M, M, 0.0, M, M
1940-03-26, M, 50.9, M, M, 31.1, M, M, 41.0, M, M, M, 0.12, M, M, 0.2, M, M, M, 24.0, M, M, 0.0, M, M
1940-03-27, M, 51.3, M, M, 31.4, M, M, 41.4, M, M, M, 0.11, M, M, 0.2, M, M, M, 23.6, M, M, 0.0, M, M
1940-03-28, M, 51.8, M, M, 31.8, M, M, 41.8, M, M, M, 0.12, M, M, 0.2, M, M, M, 23.3, M, M, 0.0, M, M
1940-03-29, M, 52.2, M, M, 32.1, M, M, 42.2, M, M, M, 0.11, M, M, 0.1, M, M, M, 22.9, M, M, 0.0, M, M
1940-03-30, M, 52.7, M, M, 32.4, M, M, 42.6, M, M, M, 0.12, M, M, 0.1, M, M, M, 22.5, M, M, 0.0, M, M
1940-03-31, M, 53.1, M, M, 32.8, M, M, 42.9, M, M, M, 0.12, M, M, 0.1, M, M, M, 22.1, M, M, 0.0, M, M
1940-04-01, M, 53.6, M, M, 33.1, M, M, 43.3, M, M, M, 0.12, M, M, 0.1, M, M, M, 21.7, M, M, 0.1, M, M
1940-04-02, M, 54.0, M, M, 33.5, M, M, 43.8, M, M, M, 0.12, M, M, 0.1, M, M, M, 21.3, M, M, 0.1, M, M
1940-04-03, M, 54.5, M, M, 33.8, M, M, 44.2, M, M, M, 0.12, M, M, 0.0, M, M, M, 20.9, M, M, 0.1, M, M
1940-04-04, M, 55.0, M, M, 34.2, M, M, 44.6, M, M, M, 0.13, M, M, 0.1, M, M, M, 20.5, M, M, 0.1, M, M
1940-04-05, M, 55.5, M, M, 34.5, M, M, 45.0, M, M, M, 0.12, M, M, 0.1, M, M, M, 20.1, M, M, 0.1, M, M
1940-04-06, M, 55.9, M, M, 34.9, M, M, 45.4, M, M, M, 0.12, M, M, 0.1, M, M, M, 19.7, M, M, 0.1, M, M
1940-04-07, M, 56.4, M, M, 35.3, M, M, 45.9, M, M, M, 0.12, M, M, 0.0, M, M, M, 19.2, M, M, 0.1, M, M
1940-04-08, M, 56.9, M, M, 35.6, M, M, 46.3, M, M, M, 0.13, M, M, 0.1, M, M, M, 18.8, M, M, 0.1, M, M
1940-04-09, M, 57.4, M, M, 36.0, M, M, 46.7, M, M, M, 0.14, M, M, 0.0, M, M, M, 18.4, M, M, 0.1, M, M
1940-04-10, M, 57.9, M, M, 36.4, M, M, 47.1, M, M, M, 0.13, M, M, 0.0, M, M, M, 18.0, M, M, 0.1, M, M
1940-04-11, M, 58.4, M, M, 36.8, M, M, 47.6, M, M, M, 0.13, M, M, 0.1, M, M, M, 17.6, M, M, 0.2, M, M
1940-04-12, M, 58.9, M, M, 37.1, M, M, 48.0, M, M, M, 0.14, M, M, 0.0, M, M, M, 17.2, M, M, 0.2, M, M
1940-04-13, M, 59.4, M, M, 37.5, M, M, 48.4, M, M, M, 0.13, M, M, 0.1, M, M, M, 16.7, M, M, 0.2, M, M
1940-04-14, M, 59.9, M, M, 37.9, M, M, 48.9, M, M, M, 0.13, M, M, 0.0, M, M, M, 16.3, M, M, 0.2, M, M
1940-04-15, M, 60.4, M, M, 38.2, M, M, 49.3, M, M, M, 0.13, M, M, 0.1, M, M, M, 15.9, M, M, 0.2, M, M
1940-04-16, M, 60.9, M, M, 38.6, M, M, 49.7, M, M, M, 0.13, M, M, 0.0, M, M, M, 15.4, M, M, 0.2, M, M
1940-04-17, M, 61.3, M, M, 39.0, M, M, 50.2, M, M, M, 0.12, M, M, 0.0, M, M, M, 15.0, M, M, 0.2, M, M
1940-04-18, M, 61.8, M, M, 39.4, M, M, 50.6, M, M, M, 0.13, M, M, 0.1, M, M, M, 14.6, M, M, 0.2, M, M
1940-04-19, M, 62.3, M, M, 39.7, M, M, 51.0, M, M, M, 0.13, M, M, 0.0, M, M, M, 14.2, M, M, 0.2, M, M
1940-04-20, M, 62.8, M, M, 40.1, M, M, 51.4, M, M, M, 0.12, M, M, 0.0, M, M, M, 13.8, M, M, 0.3, M, M
1940-04-21, M, 63.2, M, M, 40.5, M, M, 51.8, M, M, M, 0.13, M, M, 0.0, M, M, M, 13.5, M, M, 0.3, M, M
1940-04-22, M, 63.7, M, M, 40.8, M, M, 52.3, M, M, M, 0.14, M, M, 0.0, M, M, M, 13.1, M, M, 0.3, M, M
1940-04-23, M, 64.1, M, M, 41.2, M, M, 52.7, M, M, M, 0.13, M, M, 0.0, M, M, M, 12.7, M, M, 0.3, M, M
1940-04-24, M, 64.6, M, M, 41.5, M, M, 53.0, M, M, M, 0.13, M, M, 0.0, M, M, M, 12.3, M, M, 0.3, M, M
1940-04-25, M, 65.0, M, M, 41.9, M, M, 53.4, M, M, M, 0.14, M, M, 0.1, M, M, M, 11.9, M, M, 0.3, M, M
1940-04-26, M, 65.4, M, M, 42.2, M, M, 53.8, M, M, M, 0.13, M, M, 0.0, M, M, M, 11.5, M, M, 0.4, M, M
1940-04-27, M, 65.8, M, M, 42.6, M, M, 54.2, M, M, M, 0.14, M, M, 0.0, M, M, M, 11.2, M, M, 0.4, M, M
1940-04-28, M, 66.2, M, M, 42.9, M, M, 54.6, M, M, M, 0.13, M, M, 0.0, M, M, M, 10.9, M, M, 0.4, M, M
1940-04-29, M, 66.6, M, M, 43.2, M, M, 54.9, M, M, M, 0.14, M, M, 0.0, M, M, M, 10.5, M, M, 0.5, M, M
1940-04-30, M, 67.0, M, M, 43.6, M, M, 55.3, M, M, M, 0.13, M, M, 0.0, M, M, M, 10.2, M, M, 0.5, M, M
1940-05-01, M, 67.4, M, M, 43.9, M, M, 55.6, M, M, M, 0.12, M, M, 0.0, M, M, M, 9.9, M, M, 0.5, M, M
1940-05-02, M, 67.7, M, M, 44.2, M, M, 56.0, M, M, M, 0.12, M, M, 0.0, M, M, M, 9.6, M, M, 0.5, M, M
1940-05-03, M, 68.1, M, M, 44.5, M, M, 56.3, M, M, M, 0.12, M, M, 0.0, M, M, M, 9.3, M, M, 0.6, M, M
1940-05-04, M, 68.4, M, M, 44.9, M, M, 56.6, M, M, M, 0.13, M, M, 0.0, M, M, M, 9.0, M, M, 0.6, M, M
1940-05-05, M, 68.8, M, M, 45.2, M, M, 57.0, M, M, M, 0.13, M, M, 0.0, M, M, M, 8.7, M, M, 0.6, M, M
1940-05-06, M, 69.1, M, M, 45.5, M, M, 57.3, M, M, M, 0.12, M, M, 0.0, M, M, M, 8.4, M, M, 0.7, M, M
1940-05-07, M, 69.4, M, M, 45.8, M, M, 57.6, M, M, M, 0.12, M, M, 0.0, M, M, M, 8.1, M, M, 0.7, M, M
1940-05-08, M, 69.7, M, M, 46.1, M, M, 57.9, M, M, M, 0.11, M, M, 0.0, M, M, M, 7.9, M, M, 0.7, M, M
1940-05-09, M, 70.0, M, M, 46.4, M, M, 58.2, M, M, M, 0.12, M, M, 0.0, M, M, M, 7.6, M, M, 0.8, M, M
1940-05-10, M, 70.3, M, M, 46.7, M, M, 58.5, M, M, M, 0.12, M, M, 0.0, M, M, M, 7.3, M, M, 0.8, M, M
1940-05-11, M, 70.5, M, M, 47.0, M, M, 58.8, M, M, M, 0.11, M, M, 0.0, M, M, M, 7.1, M, M, 0.8, M, M
1940-05-12, M, 70.8, M, M, 47.3, M, M, 59.0, M, M, M, 0.12, M, M, 0.0, M, M, M, 6.8, M, M, 0.9, M, M
1940-05-13, M, 71.1, M, M, 47.5, M, M, 59.3, M, M, M, 0.12, M, M, 0.0, M, M, M, 6.6, M, M, 0.9, M, M
1940-05-14, M, 71.3, M, M, 47.8, M, M, 59.6, M, M, M, 0.11, M, M, 0.0, M, M, M, 6.4, M, M, 1.0, M, M
1940-05-15, M, 71.6, M, M, 48.1, M, M, 59.9, M, M, M, 0.11, M, M, 0.0, M, M, M, 6.2, M, M, 1.0, M, M
1940-05-16, M, 71.8, M, M, 48.4, M, M, 60.1, M, M, M, 0.12, M, M, 0.0, M, M, M, 6.0, M, M, 1.1, M, M
1940-05-17, M, 72.1, M, M, 48.7, M, M, 60.4, M, M, M, 0.11, M, M, 0.0, M, M, M, 5.7, M, M, 1.1, M, M
1940-05-18, M, 72.3, M, M, 49.0, M, M, 60.7, M, M, M, 0.12, M, M, 0.0, M, M, M, 5.6, M, M, 1.2, M, M
1940-05-19, M, 72.6, M, M, 49.3, M, M, 60.9, M, M, M, 0.12, M, M, 0.0, M, M, M, 5.4, M, M, 1.3, M, M
1940-05-20, M, 72.8, M, M, 49.6, M, M, 61.2, M, M, M, 0.12, M, M, 0.0, M, M, M, 5.2, M, M, 1.4, M, M
1940-05-21, M, 73.1, M, M, 49.8, M, M, 61.4, M, M, M, 0.12, M, M, 0.0, M, M, M, 5.1, M, M, 1.5, M, M
1940-05-22, M, 73.3, M, M, 50.1, M, M, 61.7, M, M, M, 0.13, M, M, 0.0, M, M, M, 4.9, M, M, 1.6, M, M
1940-05-23, M, 73.5, M, M, 50.4, M, M, 62.0, M, M, M, 0.13, M, M, 0.0, M, M, M, 4.8, M, M, 1.7, M, M
1940-05-24, M, 73.8, M, M, 50.7, M, M, 62.2, M, M, M, 0.13, M, M, 0.0, M, M, M, 4.6, M, M, 1.9, M, M
1940-05-25, M, 74.0, M, M, 51.0, M, M, 62.5, M, M, M, 0.13, M, M, 0.0, M, M, M, 4.5, M, M, 2.0, M, M
1940-05-26, M, 74.2, M, M, 51.3, M, M, 62.8, M, M, M, 0.13, M, M, 0.0, M, M, M, 4.3, M, M, 2.1, M, M
1940-05-27, M, 74.5, M, M, 51.6, M, M, 63.1, M, M, M, 0.12, M, M, 0.0, M, M, M, 4.1, M, M, 2.1, M, M
1940-05-28, M, 74.7, M, M, 51.9, M, M, 63.3, M, M, M, 0.13, M, M, 0.0, M, M, M, 3.9, M, M, 2.2, M, M
1940-05-29, M, 75.0, M, M, 52.3, M, M, 63.6, M, M, M, 0.13, M, M, 0.0, M, M, M, 3.7, M, M, 2.3, M, M
1940-05-30, M, 75.2, M, M, 52.6, M, M, 63.9, M, M, M, 0.13, M, M, 0.0, M, M, M, 3.5, M, M, 2.4, M, M
1940-05-31, M, 75.5, M, M, 52.9, M, M, 64.2, M, M, M, 0.14, M, M, 0.0, M, M, M, 3.4, M, M, 2.6, M, M
1940-06-01, M, 75.8, M, M, 53.2, M, M, 64.5, M, M, M, 0.15, M, M, 0.0, M, M, M, 3.2, M, M, 2.7, M, M
1940-06-02, M, 76.0, M, M, 53.5, M, M, 64.8, M, M, M, 0.15, M, M, 0.0, M, M, M, 3.0, M, M, 2.8, M, M
1940-06-03, M, 76.3, M, M, 53.8, M, M, 65.1, M, M, M, 0.15, M, M, 0.0, M, M, M, 2.8, M, M, 2.9, M, M
1940-06-04, M, 76.6, M, M, 54.2, M, M, 65.4, M, M, M, 0.15, M, M, 0.0, M, M, M, 2.6, M, M, 3.0, M, M
1940-06-05, M, 76.9, M, M, 54.5, M, M, 65.7, M, M, M, 0.15, M, M, 0.0, M, M, M, 2.4, M, M, 3.1, M, M
1940-06-06, M, 77.1, M, M, 54.8, M, M, 66.0, M, M, M, 0.15, M, M, 0.0, M, M, M, 2.2, M, M, 3.2, M, M
1940-06-07, M, 77.4, M, M, 55.2, M, M, 66.3, M, M, M, 0.15, M, M, 0.0, M, M, M, 2.0, M, M, 3.3, M, M
1940-06-08, M, 77.7, M, M, 55.5, M, M, 66.6, M, M, M, 0.15, M, M, 0.0, M, M, M, 1.9, M, M, 3.5, M, M
1940-06-09, M, 78.0, M, M, 55.8, M, M, 66.9, M, M, M, 0.15, M, M, 0.0, M, M, M, 1.7, M, M, 3.6, M, M
1940-06-10, M, 78.3, M, M, 56.1, M, M, 67.2, M, M, M, 0.14, M, M, 0.0, M, M, M, 1.5, M, M, 3.7, M, M
1940-06-11, M, 78.6, M, M, 56.5, M, M, 67.5, M, M, M, 0.15, M, M, 0.0, M, M, M, 1.4, M, M, 3.9, M, M
1940-06-12, M, 78.9, M, M, 56.8, M, M, 67.9, M, M, M, 0.15, M, M, 0.0, M, M, M, 1.3, M, M, 4.1, M, M
1940-06-13, M, 79.2, M, M, 57.1, M, M, 68.2, M, M, M, 0.16, M, M, 0.0, M, M, M, 1.1, M, M, 4.3, M, M
1940-06-14, M, 79.5, M, M, 57.5, M, M, 68.5, M, M, M, 0.15, M, M, 0.0, M, M, M, 1.0, M, M, 4.5, M, M
1940-06-15, M, 79.8, M, M, 57.8, M, M, 68.8, M, M, M, 0.15, M, M, 0.0, M, M, M, 0.9, M, M, 4.7, M, M
1940-06-16, M, 80.1, M, M, 58.1, M, M, 69.1, M, M, M, 0.15, M, M, 0.0, M, M, M, 0.8, M, M, 4.9, M, M
1940-06-17, M, 80.4, M, M, 58.4, M, M, 69.4, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.7, M, M, 5.1, M, M
1940-06-18, M, 80.7, M, M, 58.7, M, M, 69.7, M, M, M, 0.15, M, M, 0.0, M, M, M, 0.6, M, M, 5.3, M, M
1940-06-19, M, 81.0, M, M, 59.0, M, M, 70.0, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.5, M, M, 5.5, M, M
1940-06-20, M, 81.3, M, M, 59.3, M, M, 70.3, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.5, M, M, 5.8, M, M
1940-06-21, M, 81.6, M, M, 59.6, M, M, 70.6, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.4, M, M, 6.0, M, M
1940-06-22, M, 81.8, M, M, 59.9, M, M, 70.9, M, M, M, 0.13, M, M, 0.0, M, M, M, 0.4, M, M, 6.2, M, M
1940-06-23, M, 82.1, M, M, 60.2, M, M, 71.2, M, M, M, 0.13, M, M, 0.0, M, M, M, 0.3, M, M, 6.5, M, M
1940-06-24, M, 82.4, M, M, 60.5, M, M, 71.4, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.3, M, M, 6.7, M, M
1940-06-25, M, 82.6, M, M, 60.7, M, M, 71.7, M, M, M, 0.13, M, M, 0.0, M, M, M, 0.3, M, M, 6.9, M, M
1940-06-26, M, 82.9, M, M, 61.0, M, M, 71.9, M, M, M, 0.14, M, M, 0.0, M, M, M, 0.2, M, M, 7.2, M, M
1940-06-27, M, 83.1, M, M, 61.2, M, M, 72.2, M, M, M, 0.13, M, M, 0.0, M, M, M, 0.2, M, M, 7.4, M, M
1940-06-28, M, 83.4, M, M, 61.4, M, M, 72.4, M, M, M, 0.12, M, M, 0.0, M, M, M, 0.2, M, M, 7.6, M, M
1940-06-29, M, 83.6, M, M, 61.7, M, M, 72.6, M, M, M, 0.13, M, M, 0.0, M, M, M, 0.2, M, M, 7.8, M, M
