Date,MaxTemperature,MaxTemperatureNormal,MaxTemperatureDeparture,MinTemperature,MinTemperatureNormal,MinTemperatureDeparture,AvgTemperature,AvgTemperatureNormal,AvgTemperatureDeparture,AtObsTemperature,PrecipitationNormal,PrecipitationDeparture,Snowfall,SnowfallNormal,SnowfallDeparture,SnowDepth,HDD,HDDNormal,HDDDeparture,CDD,CDDNormal,CDDDeparture,GDD,Precipitation,Year,Month,Day
2/9/89,26,37.1,-11.1,11,19.9,-8.9,18.5,28.5,-10,M,0.1,-0.1,0,0.4,-0.4,0,46,37,9,0,0,0,0,0,1989,2,9
2/10/89,27,37.3,-10.3,13,20,-7,20,28.7,-8.7,M,0.1,-0.1,0,0.4,-0.4,0,45,36,9,0,0,0,0,0,1989,2,10
2/11/89,39,37.5,1.5,19,20.2,-1.2,29,28.9,0.1,M,0.1,-0.1,0,0.5,-0.5,0,36,36,0,0,0,0,0,0,1989,2,11
2/12/89,40,37.7,2.3,21,20.4,0.6,30.5,29.1,1.4,M,0.1,-0.1,0,0.4,-0.4,0,34,36,-2,0,0,0,0,0,1989,2,12
2/13/89,36,38,-2,14,20.6,-6.6,25,29.3,-4.3,M,0.1,-0.09,0.1,0.4,-0.3,0,40,36,4,0,0,0,0,0.01,1989,2,13
2/14/89,52,38.2,13.8,34,20.7,13.3,43,29.5,13.5,M,0.1,0.02,0,0.5,-0.5,0,22,36,-14,0,0,0,0,0.12,1989,2,14
2/15/89,40,38.5,1.5,36,20.9,15.1,38,29.7,8.3,M,0.11,0.18,0,0.4,-0.4,0,27,35,-8,0,0,0,0,0.29,1989,2,15
2/16/89,39,38.7,0.3,19,21.1,-2.1,29,29.9,-0.9,M,0.1,-0.1,0,0.4,-0.4,0,36,35,1,0,0,0,0,0,1989,2,16
2/17/89,25,39,-14,12,21.3,-9.3,18.5,30.1,-11.6,M,0.1,-0.1,0,0.4,-0.4,0,46,35,11,0,0,0,0,0,1989,2,17
2/18/89,30,39.2,-9.2,7,21.5,-14.5,18.5,30.4,-11.9,M,0.11,-0.11,0,0.4,-0.4,0,46,35,11,0,0,0,0,0,1989,2,18
2/19/89,38,39.5,-1.5,23,21.7,1.3,30.5,30.6,-0.1,M,0.1,-0.1,0,0.4,-0.4,0,34,34,0,0,0,0,0,0,1989,2,19
2/20/89,44,39.8,4.2,21,21.9,-0.9,32.5,30.8,1.7,M,0.1,-0.1,0,0.4,-0.4,0,32,34,-2,0,0,0,0,0,1989,2,20
2/21/89,57,40,17,32,22.1,9.9,44.5,31,13.5,M,0.09,0.53,0,0.3,-0.3,0,20,34,-14,0,0,0,0,0.62,1989,2,21
2/22/89,50,40.3,9.7,36,22.3,13.7,43,31.3,11.7,M,0.1,0.1,0,0.4,-0.4,0,22,34,-12,0,0,0,0,0.2,1989,2,22
2/23/89,37,40.6,-3.6,24,22.5,1.5,30.5,31.5,-1,M,0.11,-0.11,0,0.3,-0.3,0,34,33,1,0,0,0,0,0,1989,2,23
2/24/89,25,40.9,-15.9,16,22.7,-6.7,20.5,31.8,-11.3,M,0.11,-0.11,0,0.4,-0.4,0,44,33,11,0,0,0,0,0,1989,2,24
2/25/89,29,41.2,-12.2,17,22.9,-5.9,23,32,-9,M,0.11,-0.09,0.4,0.3,0.1,0,42,33,9,0,0,0,0,0.02,1989,2,25
2/26/89,32,41.5,-9.5,11,23.1,-12.1,21.5,32.3,-10.8,M,0.11,0.06,2.1,0.3,1.8,0,43,33,10,0,0,0,0,0.17,1989,2,26
2/27/89,38,41.8,-3.8,19,23.3,-4.3,28.5,32.5,-4,M,0.11,-0.08,0.4,0.2,0.2,2,36,32,4,0,0,0,0,0.03,1989,2,27
2/28/89,39,42.1,-3.1,15,23.5,-8.5,27,32.8,-5.8,M,0.11,-0.11,0,0.3,-0.3,0,38,32,6,0,0,0,0,0,1989,2,28
3/1/89,39,42.4,-3.4,24,23.7,0.3,31.5,33.1,-1.6,M,0.11,-0.11,0,0.3,-0.3,0,33,32,1,0,0,0,0,0,1989,3,1
3/2/89,38,42.7,-4.7,19,24,-5,28.5,33.3,-4.8,M,0.11,-0.11,0,0.2,-0.2,0,36,32,4,0,0,0,0,0,1989,3,2
3/3/89,40,43,-3,20,24.2,-4.2,30,33.6,-3.6,M,0.11,-0.11,0,0.3,-0.3,0,35,31,4,0,0,0,0,0,1989,3,3
3/4/89,39,43.3,-4.3,31,24.4,6.6,35,33.9,1.1,M,0.11,-0.08,0,0.2,-0.2,0,30,31,-1,0,0,0,0,0.03,1989,3,4
3/5/89,41,43.6,-2.6,30,24.7,5.3,35.5,34.1,1.4,M,0.11,-0.09,0,0.3,-0.3,0,29,31,-2,0,0,0,0,0.02,1989,3,5
3/6/89,40,44,-4,19,24.9,-5.9,29.5,34.4,-4.9,M,0.11,-0.11,0,0.3,-0.3,0,35,31,4,0,0,0,0,0,1989,3,6
3/7/89,22,44.3,-22.3,8,25.2,-17.2,15,34.7,-19.7,M,0.11,-0.11,0,0.2,-0.2,0,50,30,20,0,0,0,0,0,1989,3,7
3/8/89,32,44.6,-12.6,10,25.4,-15.4,21,35,-14,M,0.11,-0.11,0,0.3,-0.3,0,44,30,14,0,0,0,0,0,1989,3,8
3/9/89,41,45,-4,13,25.7,-12.7,27,35.3,-8.3,M,0.12,-0.12,0,0.2,-0.2,0,38,30,8,0,0,0,0,0,1989,3,9
3/10/89,45,45.3,-0.3,23,25.9,-2.9,34,35.6,-1.6,M,0.11,-0.11,0,0.3,-0.3,0,31,29,2,0,0,0,0,0,1989,3,10
3/11/89,50,45.7,4.3,17,26.2,-9.2,33.5,35.9,-2.4,M,0.11,-0.09,0.2,0.2,0,0,31,29,2,0,0,0,0,0.02,1989,3,11
3/12/89,41,46,-5,22,26.5,-4.5,31.5,36.3,-4.8,M,0.1,-0.04,0.2,0.3,-0.1,0,33,29,4,0,0,0,0,0.06,1989,3,12
3/13/89,38,46.4,-8.4,14,26.8,-12.8,26,36.6,-10.6,M,0.11,-0.11,0,0.2,-0.2,0,39,28,11,0,0,0,0,0,1989,3,13
3/14/89,54,46.8,7.2,25,27.1,-2.1,39.5,36.9,2.6,M,0.11,-0.11,0,0.2,-0.2,0,25,28,-3,0,0,0,0,0,1989,3,14
3/15/89,54,47.1,6.9,39,27.4,11.6,46.5,37.2,9.3,M,0.11,-0.09,0,0.2,-0.2,0,18,28,-10,0,0,0,0,0.02,1989,3,15
3/16/89,50,47.5,2.5,36,27.7,8.3,43,37.6,5.4,M,0.12,-0.12,0,0.2,-0.2,0,22,27,-5,0,0,0,0,0,1989,3,16
3/17/89,67,47.9,19.1,35,28,7,51,37.9,13.1,M,0.12,-0.12,0,0.3,-0.3,0,14,27,-13,0,0,0,1,0,1989,3,17
3/18/89,70,48.3,21.7,34,28.3,5.7,52,38.3,13.7,M,0.12,0.08,0,0.2,-0.2,0,13,27,-14,0,0,0,2,0.2,1989,3,18
3/19/89,41,48.7,-7.7,27,28.6,-1.6,34,38.6,-4.6,M,0.12,-0.12,0,0.1,-0.1,0,31,26,5,0,0,0,0,0,1989,3,19
3/20/89,42,49.1,-7.1,19,28.9,-9.9,30.5,39,-8.5,M,0.13,0.11,2.4,0.2,2.2,0,34,26,8,0,0,0,0,0.24,1989,3,20
3/21/89,44,49.5,-5.5,31,29.3,1.7,37.5,39.4,-1.9,M,0.13,0.02,0.2,0.2,0,2,27,26,1,0,0,0,0,0.15,1989,3,21
3/22/89,43,49.9,-6.9,21,29.6,-8.6,32,39.7,-7.7,M,0.12,-0.12,0,0.1,-0.1,0,33,25,8,0,0,0,0,0,1989,3,22
3/23/89,49,50.3,-1.3,19,30,-11,34,40.1,-6.1,M,0.13,-0.13,0,0.2,-0.2,0,31,25,6,0,0,0,0,0,1989,3,23
3/24/89,43,50.7,-7.7,28,30.3,-2.3,35.5,40.5,-5,M,0.13,0.73,0.4,0.2,0.2,0,29,25,4,0,0,0,0,0.86,1989,3,24
3/25/89,57,51.1,5.9,34,30.7,3.3,45.5,40.9,4.6,M,0.12,0.04,0,0.2,-0.2,0,19,24,-5,0,0,0,0,0.16,1989,3,25
3/26/89,62,51.5,10.5,37,31,6,49.5,41.3,8.2,M,0.12,-0.12,0,0.2,-0.2,0,15,24,-9,0,0,0,0,0,1989,3,26
3/27/89,66,52,14,29,31.4,-2.4,47.5,41.7,5.8,M,0.13,-0.13,0,0.1,-0.1,0,17,23,-6,0,0,0,0,0,1989,3,27
3/28/89,83,52.4,30.6,46,31.7,14.3,64.5,42.1,22.4,M,0.12,-0.12,0,0.2,-0.2,0,0,23,-23,0,0,0,15,0,1989,3,28
3/29/89,74,52.8,21.2,47,32.1,14.9,60.5,42.5,18,M,0.11,-0.11,0,0.1,-0.1,0,4,23,-19,0,0,0,11,0,1989,3,29
3/30/89,47,53.3,-6.3,36,32.5,3.5,41.5,42.9,-1.4,M,0.13,0.73,0,0.1,-0.1,0,23,22,1,0,0,0,0,0.86,1989,3,30
3/31/89,39,53.7,-14.7,34,32.8,1.2,36.5,43.3,-6.8,M,0.12,0.28,0,0.1,-0.1,0,28,22,6,0,0,0,0,0.4,1989,3,31
4/1/89,47,54.2,-7.2,35,33.2,1.8,41,43.7,-2.7,M,0.12,-0.12,0,0.1,-0.1,0,24,21,3,0,0,0,0,0,1989,4,1
4/2/89,56,54.6,1.4,30,33.6,-3.6,43,44.1,-1.1,M,0.13,-0.13,0,0.1,-0.1,0,22,21,1,0,0,0,0,0,1989,4,2
4/3/89,50,55.1,-5.1,40,34,6,45,44.5,0.5,M,0.13,0,0,0.1,-0.1,0,20,21,-1,0,0,0,0,0.13,1989,4,3
4/4/89,62,55.5,6.5,45,34.3,10.7,53.5,44.9,8.6,M,0.12,0.01,0,0,0,0,11,20,-9,0,0,0,4,0.13,1989,4,4
4/5/89,70,56,14,52,34.7,17.3,61,45.3,15.7,M,0.13,0.38,0,0.1,-0.1,0,4,20,-16,0,0,0,11,0.51,1989,4,5
4/6/89,53,56.4,-3.4,41,35.1,5.9,47,45.7,1.3,M,0.12,0.23,0,0.1,-0.1,0,18,19,-1,0,0,0,0,0.35,1989,4,6
4/7/89,56,56.9,-0.9,39,35.5,3.5,47.5,46.2,1.3,M,0.12,-0.02,0,0.1,-0.1,0,17,19,-2,0,0,0,0,0.1,1989,4,7
4/8/89,49,57.3,-8.3,31,35.8,-4.8,40,46.6,-6.6,M,0.13,0.12,0,0,0,0,25,19,6,0,0,0,0,0.25,1989,4,8
4/9/89,45,57.8,-12.8,31,36.2,-5.2,38,47,-9,M,0.13,-0.07,0,0.1,-0.1,0,27,18,9,0,0,0,0,0.06,1989,4,9
4/10/89,52,58.2,-6.2,28,36.6,-8.6,40,47.4,-7.4,M,0.13,-0.13,0,0.1,-0.1,0,25,18,7,0,0,0,0,0,1989,4,10
4/11/89,49,58.7,-9.7,29,36.9,-7.9,39,47.8,-8.8,M,0.13,-0.13,0,0,0,0,26,17,9,0,0,0,0,0,1989,4,11
4/12/89,53,59.1,-6.1,25,37.3,-12.3,39,48.2,-9.2,M,0.13,-0.13,0,0.1,-0.1,0,26,17,9,0,0,0,0,0,1989,4,12
4/13/89,51,59.5,-8.5,31,37.7,-6.7,41,48.6,-7.6,M,0.13,-0.11,0,0.1,-0.1,0,24,17,7,0,0,0,0,0.02,1989,4,13
4/14/89,55,60,-5,31,38,-7,43,49,-6,M,0.13,-0.13,0,0,0,0,22,16,6,0,0,0,0,0,1989,4,14
4/15/89,47,60.4,-13.4,32,38.4,-6.4,39.5,49.4,-9.9,M,0.12,0.72,0,0.1,-0.1,0,25,16,9,0,0,0,0,0.84,1989,4,15
4/16/89,46,60.9,-14.9,39,38.7,0.3,42.5,49.8,-7.3,M,0.12,0.31,0,0,0,0,22,15,7,0,0,0,0,0.43,1989,4,16
4/17/89,72,61.3,10.7,32,39.1,-7.1,52,50.2,1.8,M,0.12,-0.12,0,0.1,-0.1,0,13,15,-2,0,0,0,2,0,1989,4,17
4/18/89,70,61.7,8.3,50,39.4,10.6,60,50.6,9.4,M,0.11,-0.1,0,0,0,0,5,15,-10,0,0,0,10,0.01,1989,4,18
4/19/89,60,62.1,-2.1,42,39.7,2.3,51,50.9,0.1,M,0.12,-0.07,0,0.1,-0.1,0,14,14,0,0,0,0,1,0.05,1989,4,19
4/20/89,59,62.5,-3.5,34,40.1,-6.1,46.5,51.3,-4.8,M,0.11,-0.11,0,0,0,0,18,14,4,0,0,0,0,0,1989,4,20
4/21/89,64,63,1,36,40.4,-4.4,50,51.7,-1.7,M,0.12,-0.12,0,0,0,0,15,14,1,0,0,0,0,0,1989,4,21
4/22/89,47,63.4,-16.4,30,40.7,-10.7,38.5,52,-13.5,M,0.12,-0.12,0,0,0,0,26,13,13,0,0,0,0,0,1989,4,22
4/23/89,51,63.8,-12.8,26,41,-15,38.5,52.4,-13.9,M,0.12,-0.12,0,0,0,0,26,13,13,0,0,0,0,0,1989,4,23
4/24/89,57,64.2,-7.2,33,41.3,-8.3,45,52.7,-7.7,M,0.13,-0.13,0,0.1,-0.1,0,20,13,7,0,0,0,0,0,1989,4,24
4/25/89,65,64.5,0.5,36,41.6,-5.6,50.5,53.1,-2.6,M,0.12,-0.12,0,0,0,0,14,12,2,0,0,0,1,0,1989,4,25
4/26/89,70,64.9,5.1,30,41.9,-11.9,50,53.4,-3.4,M,0.12,-0.12,0,0,0,0,15,12,3,0,0,0,0,0,1989,4,26
4/27/89,68,65.3,2.7,42,42.2,-0.2,55,53.8,1.2,M,0.13,-0.13,0,0,0,0,10,12,-2,0,0,0,5,0,1989,4,27
4/28/89,66,65.7,0.3,36,42.5,-6.5,51,54.1,-3.1,M,0.13,-0.13,0,0,0,0,14,11,3,0,0,0,1,0,1989,4,28
4/29/89,54,66,-12,39,42.8,-3.8,46.5,54.4,-7.9,M,0.13,0.32,0,0,0,0,18,11,7,0,0,0,0,0.45,1989,4,29
4/30/89,71,66.4,4.6,45,43.1,1.9,58,54.7,3.3,M,0.12,-0.12,0,0,0,0,7,11,-4,0,0,0,8,0,1989,4,30
5/1/89,62,66.7,-4.7,47,43.4,3.6,54.5,55.1,-0.6,M,0.12,0.21,0,0,0,0,10,10,0,0,0,0,5,0.33,1989,5,1
5/2/89,58,67.1,-9.1,50,43.7,6.3,54,55.4,-1.4,M,0.12,1.71,0,0,0,0,11,10,1,0,0,0,4,1.83,1989,5,2
5/3/89,60,67.4,-7.4,44,44,0,52,55.7,-3.7,M,0.12,-0.12,0,0,0,0,13,10,3,0,0,0,2,0,1989,5,3
5/4/89,70,67.7,2.3,42,44.3,-2.3,56,56,0,M,0.13,-0.13,0,0,0,0,9,9,0,0,0,0,6,0,1989,5,4
5/5/89,65,68,-3,41,44.5,-3.5,53,56.3,-3.3,M,0.13,0.38,0,0,0,0,12,9,3,0,0,0,3,0.51,1989,5,5
5/6/89,76,68.4,7.6,54,44.8,9.2,65,56.6,8.4,M,0.12,0.67,0,0,0,0,0,9,-9,0,0,0,15,0.79,1989,5,6
5/7/89,65,68.7,-3.7,46,45.1,0.9,55.5,56.9,-1.4,M,0.12,-0.11,0,0,0,0,9,9,0,0,0,0,6,0.01,1989,5,7
5/8/89,55,69,-14,40,45.4,-5.4,47.5,57.2,-9.7,M,0.12,-0.12,0,0,0,0,17,8,9,0,1,-1,0,0,1989,5,8
5/9/89,67,69.3,-2.3,40,45.6,-5.6,53.5,57.5,-4,M,0.12,-0.12,0,0,0,0,11,8,3,0,1,-1,4,0,1989,5,9
5/10/89,53,69.6,-16.6,44,45.9,-1.9,48.5,57.7,-9.2,M,0.13,1.38,0,0,0,0,16,8,8,0,1,-1,0,1.51,1989,5,10
5/11/89,57,69.9,-12.9,43,46.2,-3.2,50,58,-8,M,0.13,0.65,0,0,0,0,15,8,7,0,1,-1,0,0.78,1989,5,11
5/12/89,68,70.2,-2.2,51,46.5,4.5,59.5,58.3,1.2,M,0.13,0.04,0,0,0,0,5,7,-2,0,1,-1,10,0.17,1989,5,12
5/13/89,66,70.4,-4.4,50,46.8,3.2,58,58.6,-0.6,M,0.13,-0.1,0,0,0,0,7,7,0,0,1,-1,8,0.03,1989,5,13
5/14/89,71,70.7,0.3,45,47,-2,58,58.9,-0.9,M,0.12,-0.12,0,0,0,0,7,7,0,0,1,-1,8,0,1989,5,14
5/15/89,75,71,4,47,47.3,-0.3,61,59.2,1.8,M,0.14,-0.14,0,0,0,0,4,7,-3,0,1,-1,11,0,1989,5,15
5/16/89,61,71.3,-10.3,51,47.6,3.4,56,59.4,-3.4,M,0.14,0.16,0,0,0,0,9,6,3,0,1,-1,6,0.3,1989,5,16
5/17/89,82,71.6,10.4,57,47.9,9.1,69.5,59.7,9.8,M,0.14,-0.06,0,0,0,0,0,6,-6,5,1,4,20,0.08,1989,5,17
5/18/89,87,71.8,15.2,50,48.2,1.8,68.5,60,8.5,M,0.14,-0.14,0,0,0,0,0,6,-6,4,1,3,19,0,1989,5,18
5/19/89,87,72.1,14.9,52,48.5,3.5,69.5,60.3,9.2,M,0.15,-0.15,0,0,0,0,0,6,-6,5,1,4,20,0,1989,5,19
5/20/89,86,72.4,13.6,50,48.8,1.2,68,60.6,7.4,M,0.14,-0.14,0,0,0,0,0,6,-6,3,1,2,18,0,1989,5,20
5/21/89,82,72.6,9.4,55,49.1,5.9,68.5,60.9,7.6,M,0.15,0.4,0,0,0,0,0,5,-5,4,1,3,19,0.55,1989,5,21
5/22/89,82,72.9,9.1,52,49.4,2.6,67,61.2,5.8,M,0.16,-0.16,0,0,0,0,0,5,-5,2,1,1,17,0,1989,5,22
5/23/89,77,73.2,3.8,49,49.7,-0.7,63,61.4,1.6,M,0.16,-0.07,0,0,0,0,2,5,-3,0,1,-1,13,0.09,1989,5,23
5/24/89,58,73.5,-15.5,53,50,3,55.5,61.7,-6.2,M,0.17,4.64,0,0,0,0,9,5,4,0,2,-2,6,4.81,1989,5,24
5/25/89,82,73.7,8.3,56,50.3,5.7,69,62,7,M,0.16,-0.16,0,0,0,0,0,5,-5,4,2,2,19,0,1989,5,25
5/26/89,80,74,6,60,50.6,9.4,70,62.3,7.7,M,0.16,-0.16,0,0,0,0,0,4,-4,5,2,3,20,0,1989,5,26
5/27/89,75,74.3,0.7,54,51,3,64.5,62.6,1.9,M,0.16,0.04,0,0,0,0,0,4,-4,0,2,-2,15,0.2,1989,5,27
5/28/89,69,74.5,-5.5,50,51.3,-1.3,59.5,62.9,-3.4,M,0.15,-0.15,0,0,0,0,5,4,1,0,2,-2,10,0,1989,5,28
5/29/89,80,74.8,5.2,44,51.6,-7.6,62,63.2,-1.2,M,0.16,-0.16,0,0,0,0,3,4,-1,0,2,-2,12,0,1989,5,29
5/30/89,74,75.1,-1.1,54,52,2,64,63.5,0.5,M,0.17,-0.16,0,0,0,0,1,4,-3,0,2,-2,14,0.01,1989,5,30
5/31/89,82,75.4,6.6,58,52.3,5.7,70,63.8,6.2,M,0.16,-0.16,0,0,0,0,0,3,-3,5,2,3,20,0,1989,5,31
6/1/89,87,75.6,11.4,62,52.6,9.4,74.5,64.1,10.4,M,0.17,-0.09,0,0,0,0,0,3,-3,10,2,8,25,0.08,1989,6,1
6/2/89,86,75.9,10.1,64,53,11,75,64.4,10.6,M,0.18,0.1,0,0,0,0,0,3,-3,10,3,7,25,0.28,1989,6,2
6/3/89,84,76.2,7.8,58,53.3,4.7,71,64.8,6.2,M,0.17,-0.17,0,0,0,0,0,3,-3,6,3,3,21,0,1989,6,3
6/4/89,82,76.5,5.5,55,53.7,1.3,68.5,65.1,3.4,M,0.18,-0.16,0,0,0,0,0,3,-3,4,3,1,19,0.02,1989,6,4
6/5/89,79,76.8,2.2,50,54,-4,64.5,65.4,-0.9,M,0.17,-0.17,0,0,0,0,0,3,-3,0,3,-3,15,0,1989,6,5
6/6/89,66,77.1,-11.1,60,54.3,5.7,63,65.7,-2.7,M,0.17,0.15,0,0,0,0,2,2,0,0,3,-3,13,0.32,1989,6,6
6/7/89,65,77.3,-12.3,61,54.7,6.3,63,66,-3,M,0.17,0.48,0,0,0,0,2,2,0,0,3,-3,13,0.65,1989,6,7
6/8/89,70,77.6,-7.6,59,55,4,64.5,66.3,-1.8,M,0.17,-0.08,0,0,0,0,0,2,-2,0,3,-3,15,0.09,1989,6,8
6/9/89,65,77.9,-12.9,54,55.4,-1.4,59.5,66.6,-7.1,M,0.16,2.68,0,0,0,0,5,2,3,0,4,-4,10,2.84,1989,6,9
6/10/89,80,78.2,1.8,54,55.7,-1.7,67,66.9,0.1,M,0.16,-0.13,0,0,0,0,0,2,-2,2,4,-2,17,0.03,1989,6,10
6/11/89,76,78.5,-2.5,58,56,2,67,67.3,-0.3,M,0.16,-0.16,0,0,0,0,0,2,-2,2,4,-2,17,0,1989,6,11
6/12/89,81,78.7,2.3,55,56.4,-1.4,68,67.6,0.4,M,0.16,-0.16,0,0,0,0,0,2,-2,3,4,-1,18,0,1989,6,12
6/13/89,67,79,-12,55,56.7,-1.7,61,67.9,-6.9,M,0.15,0.19,0,0,0,0,4,1,3,0,4,-4,11,0.34,1989,6,13
6/14/89,69,79.3,-10.3,53,57,-4,61,68.2,-7.2,M,0.15,0.25,0,0,0,0,4,1,3,0,4,-4,11,0.4,1989,6,14
6/15/89,56,79.6,-23.6,53,57.3,-4.3,54.5,68.5,-14,M,0.15,0.59,0,0,0,0,10,1,9,0,5,-5,5,0.74,1989,6,15
6/16/89,69,79.9,-10.9,53,57.7,-4.7,61,68.8,-7.8,M,0.15,-0.06,0,0,0,0,4,1,3,0,5,-5,11,0.09,1989,6,16
6/17/89,83,80.1,2.9,61,58,3,72,69,3,M,0.13,-0.07,0,0,0,0,0,1,-1,7,5,2,22,0.06,1989,6,17
6/18/89,81,80.4,0.6,62,58.3,3.7,71.5,69.3,2.2,M,0.14,-0.12,0,0,0,0,0,1,-1,7,5,2,22,0.02,1989,6,18
6/19/89,84,80.7,3.3,57,58.6,-1.6,70.5,69.6,0.9,M,0.14,-0.14,0,0,0,0,0,1,-1,6,5,1,21,0,1989,6,19
6/20/89,85,80.9,4.1,59,58.9,0.1,72,69.9,2.1,M,0.13,-0.13,0,0,0,0,0,1,-1,7,6,1,22,0,1989,6,20
6/21/89,77,81.2,-4.2,62,59.1,2.9,69.5,70.1,-0.6,M,0.12,-0.12,0,0,0,0,0,1,-1,5,6,-1,20,0,1989,6,21
6/22/89,88,81.4,6.6,68,59.4,8.6,78,70.4,7.6,M,0.12,-0.12,0,0,0,0,0,1,-1,13,6,7,28,0,1989,6,22
6/23/89,89,81.6,7.4,64,59.7,4.3,76.5,70.7,5.8,M,0.12,0.55,0,0,0,0,0,0,0,12,6,6,27,0.67,1989,6,23
6/24/89,75,81.9,-6.9,61,59.9,1.1,68,70.9,-2.9,M,0.12,-0.12,0,0,0,0,0,0,0,3,6,-3,18,0,1989,6,24
6/25/89,84,82.1,1.9,55,60.2,-5.2,69.5,71.1,-1.6,M,0.12,-0.12,0,0,0,0,0,0,0,5,6,-1,20,0,1989,6,25
6/26/89,88,82.3,5.7,61,60.4,0.6,74.5,71.4,3.1,M,0.12,-0.12,0,0,0,0,0,0,0,10,7,3,25,0,1989,6,26
6/27/89,92,82.5,9.5,63,60.6,2.4,77.5,71.6,5.9,M,0.12,-0.12,0,0,0,0,0,0,0,13,7,6,28,0,1989,6,27
6/28/89,79,82.7,-3.7,66,60.9,5.1,72.5,71.8,0.7,M,0.12,-0.1,0,0,0,0,0,0,0,8,7,1,23,0.02,1989,6,28
6/29/89,76,82.9,-6.9,55,61.1,-6.1,65.5,72,-6.5,M,0.11,-0.11,0,0,0,0,0,0,0,1,7,-6,16,0,1989,6,29
6/30/89,82,83.1,-1.1,51,61.3,-10.3,66.5,72.2,-5.7,M,0.12,-0.12,0,0,0,0,0,0,0,2,7,-5,17,0,1989,6,30
7/1/89,84,83.3,0.7,54,61.4,-7.4,69,72.4,-3.4,M,0.11,-0.11,0,0,0,0,0,0,0,4,8,-4,19,0,1989,7,1
7/2/89,90,83.5,6.5,58,61.6,-3.6,74,72.5,1.5,M,0.12,-0.12,0,0,0,0,0,0,0,9,8,1,24,0,1989,7,2
7/3/89,88,83.6,4.4,62,61.8,0.2,75,72.7,2.3,M,0.11,-0.11,0,0,0,0,0,0,0,10,8,2,25,0,1989,7,3
7/4/89,81,83.8,-2.8,60,61.9,-1.9,70.5,72.9,-2.4,M,0.12,-0.12,0,0,0,0,0,0,0,6,8,-2,21,0,1989,7,4
7/5/89,74,83.9,-9.9,64,62.1,1.9,69,73,-4,M,0.12,0.32,0,0,0,0,0,0,0,4,8,-4,19,0.44,1989,7,5
7/6/89,81,84,-3,65,62.2,2.8,73,73.1,-0.1,M,0.12,-0.12,0,0,0,0,0,0,0,8,8,0,23,0,1989,7,6
7/7/89,92,84.2,7.8,63,62.3,0.7,77.5,73.2,4.3,M,0.12,-0.12,0,0,0,0,0,0,0,13,8,5,28,0,1989,7,7
7/8/89,82,84.3,-2.3,64,62.4,1.6,73,73.4,-0.4,M,0.12,-0.12,0,0,0,0,0,0,0,8,8,0,23,0,1989,7,8
7/9/89,85,84.4,0.6,57,62.5,-5.5,71,73.5,-2.5,M,0.13,-0.13,0,0,0,0,0,0,0,6,9,-3,21,0,1989,7,9
7/10/89,87,84.5,2.5,60,62.6,-2.6,73.5,73.6,-0.1,M,0.13,0.44,0,0,0,0,0,0,0,9,9,0,24,0.57,1989,7,10
7/11/89,87,84.6,2.4,63,62.7,0.3,75,73.6,1.4,M,0.13,-0.13,0,0,0,0,0,0,0,10,9,1,25,0,1989,7,11
7/12/89,86,84.6,1.4,57,62.8,-5.8,71.5,73.7,-2.2,M,0.14,-0.14,0,0,0,0,0,0,0,7,9,-2,22,0,1989,7,12
7/13/89,79,84.7,-5.7,57,62.9,-5.9,68,73.8,-5.8,M,0.14,-0.14,0,0,0,0,0,0,0,3,9,-6,18,0,1989,7,13
7/14/89,80,84.7,-4.7,60,62.9,-2.9,70,73.8,-3.8,M,0.14,0.04,0,0,0,0,0,0,0,5,9,-4,20,0.18,1989,7,14
7/15/89,82,84.8,-2.8,55,63,-8,68.5,73.9,-5.4,M,0.14,-0.14,0,0,0,0,0,0,0,4,9,-5,19,0,1989,7,15
7/16/89,78,84.8,-6.8,57,63,-6,67.5,73.9,-6.4,M,0.13,0.08,0,0,0,0,0,0,0,3,9,-6,18,0.21,1989,7,16
7/17/89,74,84.9,-10.9,58,63,-5,66,73.9,-7.9,M,0.14,0.31,0,0,0,0,0,0,0,1,9,-8,16,0.45,1989,7,17
7/18/89,82,84.9,-2.9,59,63.1,-4.1,70.5,74,-3.5,M,0.14,-0.14,0,0,0,0,0,0,0,6,9,-3,21,0,1989,7,18
7/19/89,86,84.9,1.1,63,63.1,-0.1,74.5,74,0.5,M,0.14,-0.14,0,0,0,0,0,0,0,10,9,1,25,0,1989,7,19
7/20/89,74,84.9,-10.9,64,63.1,0.9,69,74,-5,M,0.13,0.58,0,0,0,0,0,0,0,4,9,-5,19,0.71,1989,7,20
7/21/89,76,84.9,-8.9,64,63.1,0.9,70,74,-4,M,0.14,-0.09,0,0,0,0,0,0,0,5,9,-4,20,0.05,1989,7,21
7/22/89,83,84.9,-1.9,68,63.1,4.9,75.5,74,1.5,M,0.14,-0.14,0,0,0,0,0,0,0,11,9,2,26,0,1989,7,22
7/23/89,90,84.9,5.1,68,63.1,4.9,79,74,5,M,0.14,-0.14,0,0,0,0,0,0,0,14,9,5,29,0,1989,7,23
7/24/89,88,84.8,3.2,62,63.1,-1.1,75,74,1,M,0.14,-0.14,0,0,0,0,0,0,0,10,9,1,25,0,1989,7,24
7/25/89,93,84.8,8.2,66,63.1,2.9,79.5,73.9,5.6,M,0.14,-0.14,0,0,0,0,0,0,0,15,9,6,30,0,1989,7,25
