,Date,MaxTemperature,MaxTemperatureNormal,MaxTemperatureDeparture,MinTemperature,MinTemperatureNormal,MinTemperatureDeparture,AvgTemperature,AvgTemperatureNormal,AvgTemperatureDeparture,PrecipitationNormal,PrecipitationDeparture,Snowfall,SnowfallNormal,SnowfallDeparture,SnowDepth,HDD,HDDNormal,HDDDeparture,CDD,CDDNormal,CDDDeparture,GDD,Precipitation,Year,Month,Day
1135,2/9/83,27,37.1,-10.1,11,19.9,-8.9,19,28.5,-9.5,0.1,-0.1,0,0.4,-0.4,8,46,37,9,0,0,0,0,0,1983,2,9
1136,2/10/83,22,37.3,-15.3,-4,20,-24,9,28.7,-19.7,0.1,-0.1,0,0.4,-0.4,7,56,36,20,0,0,0,0,0,1983,2,10
1137,2/11/83,18,37.5,-19.5,3,20.2,-17.2,10.5,28.9,-18.4,0.1,0.4,9.1,0.5,8.6,7,54,36,18,0,0,0,0,0.5,1983,2,11
1138,2/12/83,31,37.7,-6.7,9,20.4,-11.4,20,29.1,-9.1,0.1,0.43,11.9,0.4,11.5,26,45,36,9,0,0,0,0,0.53,1983,2,12
1139,2/13/83,31,38,-7,-5,20.6,-25.6,13,29.3,-16.3,0.1,-0.1,0,0.4,-0.4,25,52,36,16,0,0,0,0,0,1983,2,13
1140,2/14/83,36,38.2,-2.2,-2,20.7,-22.7,17,29.5,-12.5,0.1,-0.1,0,0.5,-0.5,23,48,36,12,0,0,0,0,0,1983,2,14
1141,2/15/83,45,38.5,6.5,11,20.9,-9.9,28,29.7,-1.7,0.11,-0.11,0,0.4,-0.4,21,37,35,2,0,0,0,0,0,1983,2,15
1142,2/16/83,43,38.7,4.3,31,21.1,9.9,37,29.9,7.1,0.1,-0.1,0,0.4,-0.4,18,28,35,-7,0,0,0,0,0,1983,2,16
1143,2/17/83,38,39,-1,32,21.3,10.7,35,30.1,4.9,0.1,0.2,0,0.4,-0.4,14,30,35,-5,0,0,0,0,0.3,1983,2,17
1144,2/18/83,48,39.2,8.8,30,21.5,8.5,39,30.4,8.6,0.11,-0.11,0,0.4,-0.4,11,26,35,-9,0,0,0,0,0,1983,2,18
1145,2/19/83,43,39.5,3.5,25,21.7,3.3,34,30.6,3.4,0.1,-0.1,0,0.4,-0.4,7,31,34,-3,0,0,0,0,0,1983,2,19
1146,2/20/83,44,39.8,4.2,18,21.9,-3.9,31,30.8,0.2,0.1,-0.1,0,0.4,-0.4,5,34,34,0,0,0,0,0,0,1983,2,20
1147,2/21/83,47,40,7,24,22.1,1.9,35.5,31,4.5,0.09,-0.09,0,0.3,-0.3,5,29,34,-5,0,0,0,0,0,1983,2,21
1148,2/22/83,45,40.3,4.7,25,22.3,2.7,35,31.3,3.7,0.1,-0.1,0,0.4,-0.4,4,30,34,-4,0,0,0,0,0,1983,2,22
1149,2/23/83,40,40.6,-0.6,35,22.5,12.5,37.5,31.5,6,0.11,-0.06,0,0.3,-0.3,3,27,33,-6,0,0,0,0,0.05,1983,2,23
1150,2/24/83,43,40.9,2.1,28,22.7,5.3,35.5,31.8,3.7,0.11,-0.11,0,0.4,-0.4,2,29,33,-4,0,0,0,0,0,1983,2,24
1151,2/25/83,39,41.2,-2.2,26,22.9,3.1,32.5,32,0.5,0.11,-0.11,0,0.3,-0.3,2,32,33,-1,0,0,0,0,0,1983,2,25
1152,2/26/83,35,41.5,-6.5,25,23.1,1.9,30,32.3,-2.3,0.11,-0.11,0,0.3,-0.3,2,35,33,2,0,0,0,0,0,1983,2,26
1153,2/27/83,46,41.8,4.2,18,23.3,-5.3,32,32.5,-0.5,0.11,-0.11,0,0.2,-0.2,1,33,32,1,0,0,0,0,0,1983,2,27
1154,2/28/83,54,42.1,11.9,30,23.5,6.5,42,32.8,9.2,0.11,-0.11,0,0.3,-0.3,1,23,32,-9,0,0,0,0,0,1983,2,28
1155,3/1/83,48,42.4,5.6,29,23.7,5.3,38.5,33.1,5.4,0.11,0.17,0,0.3,-0.3,0,26,32,-6,0,0,0,0,0.28,1983,3,1
1156,3/2/83,51,42.7,8.3,39,24,15,45,33.3,11.7,0.11,0.15,0,0.2,-0.2,0,20,32,-12,0,0,0,0,0.26,1983,3,2
1157,3/3/83,50,43,7,34,24.2,9.8,42,33.6,8.4,0.11,-0.11,0,0.3,-0.3,0,23,31,-8,0,0,0,0,0,1983,3,3
1158,3/4/83,39,43.3,-4.3,31,24.4,6.6,35,33.9,1.1,0.11,-0.02,0.2,0.2,0,0,30,31,-1,0,0,0,0,0.09,1983,3,4
1159,3/5/83,51,43.6,7.4,31,24.7,6.3,41,34.1,6.9,0.11,0,0,0.3,-0.3,0,24,31,-7,0,0,0,0,0.11,1983,3,5
1160,3/6/83,49,44,5,25,24.9,0.1,37,34.4,2.6,0.11,-0.11,0,0.3,-0.3,0,28,31,-3,0,0,0,0,0,1983,3,6
1161,3/7/83,44,44.3,-0.3,33,25.2,7.8,38.5,34.7,3.8,0.11,0.06,0,0.2,-0.2,0,26,30,-4,0,0,0,0,0.17,1983,3,7
1162,3/8/83,37,44.6,-7.6,32,25.4,6.6,34.5,35,-0.5,0.11,0.58,0,0.3,-0.3,0,30,30,0,0,0,0,0,0.69,1983,3,8
1163,3/9/83,39,45,-6,35,25.7,9.3,37,35.3,1.7,0.12,0.18,0,0.2,-0.2,0,28,30,-2,0,0,0,0,0.3,1983,3,9
1164,3/10/83,39,45.3,-6.3,35,25.9,9.1,37,35.6,1.4,0.11,0.24,0,0.3,-0.3,0,28,29,-1,0,0,0,0,0.35,1983,3,10
1165,3/11/83,42,45.7,-3.7,35,26.2,8.8,38.5,35.9,2.6,0.11,0.22,0,0.2,-0.2,0,26,29,-3,0,0,0,0,0.33,1983,3,11
1166,3/12/83,43,46,-3,35,26.5,8.5,39,36.3,2.7,0.1,0.13,0,0.3,-0.3,0,26,29,-3,0,0,0,0,0.23,1983,3,12
1167,3/13/83,48,46.4,1.6,36,26.8,9.2,42,36.6,5.4,0.11,-0.11,0,0.2,-0.2,0,23,28,-5,0,0,0,0,0,1983,3,13
1168,3/14/83,62,46.8,15.2,25,27.1,-2.1,43.5,36.9,6.6,0.11,-0.11,0,0.2,-0.2,0,21,28,-7,0,0,0,0,0,1983,3,14
1169,3/15/83,62,47.1,14.9,37,27.4,9.6,49.5,37.2,12.3,0.11,-0.11,0,0.2,-0.2,0,15,28,-13,0,0,0,0,0,1983,3,15
1170,3/16/83,52,47.5,4.5,33,27.7,5.3,42.5,37.6,4.9,0.12,-0.12,0,0.2,-0.2,0,22,27,-5,0,0,0,0,0,1983,3,16
1171,3/17/83,48,47.9,0.1,38,28,10,43,37.9,5.1,0.12,-0.12,0,0.3,-0.3,0,22,27,-5,0,0,0,0,0,1983,3,17
1172,3/18/83,47,48.3,-1.3,38,28.3,9.7,42.5,38.3,4.2,0.12,0.06,0,0.2,-0.2,0,22,27,-5,0,0,0,0,0.18,1983,3,18
1173,3/19/83,58,48.7,9.3,47,28.6,18.4,52.5,38.6,13.9,0.12,1.36,0,0.1,-0.1,0,12,26,-14,0,0,0,3,1.48,1983,3,19
1174,3/20/83,56,49.1,6.9,36,28.9,7.1,46,39,7,0.13,0,0,0.2,-0.2,0,19,26,-7,0,0,0,0,0.13,1983,3,20
1175,3/21/83,56,49.5,6.5,33,29.3,3.7,44.5,39.4,5.1,0.13,0.67,0,0.2,-0.2,0,20,26,-6,0,0,0,0,0.8,1983,3,21
1176,3/22/83,45,49.9,-4.9,29,29.6,-0.6,37,39.7,-2.7,0.12,-0.11,0,0.1,-0.1,0,28,25,3,0,0,0,0,0.01,1983,3,22
1177,3/23/83,36,50.3,-14.3,23,30,-7,29.5,40.1,-10.6,0.13,-0.13,0,0.2,-0.2,0,35,25,10,0,0,0,0,0,1983,3,23
1178,3/24/83,39,50.7,-11.7,21,30.3,-9.3,30,40.5,-10.5,0.13,-0.13,0,0.2,-0.2,0,35,25,10,0,0,0,0,0,1983,3,24
1179,3/25/83,44,51.1,-7.1,18,30.7,-12.7,31,40.9,-9.9,0.12,-0.12,0,0.2,-0.2,0,34,24,10,0,0,0,0,0,1983,3,25
1180,3/26/83,49,51.5,-2.5,18,31,-13,33.5,41.3,-7.8,0.12,-0.12,0,0.2,-0.2,0,31,24,7,0,0,0,0,0,1983,3,26
1181,3/27/83,45,52,-7,23,31.4,-8.4,34,41.7,-7.7,0.13,0.65,0,0.1,-0.1,0,31,23,8,0,0,0,0,0.78,1983,3,27
1182,3/28/83,50,52.4,-2.4,39,31.7,7.3,44.5,42.1,2.4,0.12,0.55,0,0.2,-0.2,0,20,23,-3,0,0,0,0,0.67,1983,3,28
1183,3/29/83,43,52.8,-9.8,27,32.1,-5.1,35,42.5,-7.5,0.11,-0.11,0,0.1,-0.1,0,30,23,7,0,0,0,0,0,1983,3,29
1184,3/30/83,44,53.3,-9.3,23,32.5,-9.5,33.5,42.9,-9.4,0.13,-0.13,0,0.1,-0.1,0,31,22,9,0,0,0,0,0,1983,3,30
1185,3/31/83,49,53.7,-4.7,26,32.8,-6.8,37.5,43.3,-5.8,0.12,-0.12,0,0.1,-0.1,0,27,22,5,0,0,0,0,0,1983,3,31
1186,4/1/83,56,54.2,1.8,35,33.2,1.8,45.5,43.7,1.8,0.12,-0.12,0,0.1,-0.1,0,19,21,-2,0,0,0,0,0,1983,4,1
1187,4/2/83,58,54.6,3.4,29,33.6,-4.6,43.5,44.1,-0.6,0.13,-0.13,0,0.1,-0.1,0,21,21,0,0,0,0,0,0,1983,4,2
1188,4/3/83,42,55.1,-13.1,37,34,3,39.5,44.5,-5,0.13,1.04,0,0.1,-0.1,0,25,21,4,0,0,0,0,1.17,1983,4,3
1189,4/4/83,55,55.5,-0.5,37,34.3,2.7,46,44.9,1.1,0.12,-0.12,0,0,0,0,19,20,-1,0,0,0,0,0,1983,4,4
1190,4/5/83,53,56,-3,35,34.7,0.3,44,45.3,-1.3,0.13,-0.13,0,0.1,-0.1,0,21,20,1,0,0,0,0,0,1983,4,5
1191,4/6/83,62,56.4,5.6,30,35.1,-5.1,46,45.7,0.3,0.12,-0.12,0,0.1,-0.1,0,19,19,0,0,0,0,0,0,1983,4,6
1192,4/7/83,62,56.9,5.1,45,35.5,9.5,53.5,46.2,7.3,0.12,-0.11,0,0.1,-0.1,0,11,19,-8,0,0,0,4,0.01,1983,4,7
1193,4/8/83,66,57.3,8.7,47,35.8,11.2,56.5,46.6,9.9,0.13,0.3,0,0,0,0,8,19,-11,0,0,0,7,0.43,1983,4,8
1194,4/9/83,64,57.8,6.2,45,36.2,8.8,54.5,47,7.5,0.13,-0.13,0,0.1,-0.1,0,10,18,-8,0,0,0,5,0,1983,4,9
1195,4/10/83,48,58.2,-10.2,40,36.6,3.4,44,47.4,-3.4,0.13,2.34,0,0.1,-0.1,0,21,18,3,0,0,0,0,2.47,1983,4,10
1196,4/11/83,56,58.7,-2.7,40,36.9,3.1,48,47.8,0.2,0.13,-0.11,0,0,0,0,17,17,0,0,0,0,0,0.02,1983,4,11
1197,4/12/83,55,59.1,-4.1,37,37.3,-0.3,46,48.2,-2.2,0.13,-0.13,0,0.1,-0.1,0,19,17,2,0,0,0,0,0,1983,4,12
1198,4/13/83,62,59.5,2.5,38,37.7,0.3,50,48.6,1.4,0.13,-0.13,0,0.1,-0.1,0,15,17,-2,0,0,0,0,0,1983,4,13
1199,4/14/83,58,60,-2,30,38,-8,44,49,-5,0.13,-0.13,0,0,0,0,21,16,5,0,0,0,0,0,1983,4,14
1200,4/15/83,58,60.4,-2.4,42,38.4,3.6,50,49.4,0.6,0.12,-0.12,0,0.1,-0.1,0,15,16,-1,0,0,0,0,0,1983,4,15
1201,4/16/83,47,60.9,-13.9,34,38.7,-4.7,40.5,49.8,-9.3,0.12,1.62,0,0,0,0,24,15,9,0,0,0,0,1.74,1983,4,16
1202,4/17/83,52,61.3,-9.3,32,39.1,-7.1,42,50.2,-8.2,0.12,0.11,0,0.1,-0.1,0,23,15,8,0,0,0,0,0.23,1983,4,17
1203,4/18/83,54,61.7,-7.7,31,39.4,-8.4,42.5,50.6,-8.1,0.11,-0.08,0,0,0,0,22,15,7,0,0,0,0,0.03,1983,4,18
1204,4/19/83,48,62.1,-14.1,33,39.7,-6.7,40.5,50.9,-10.4,0.12,2.11,0.8,0.1,0.7,0,24,14,10,0,0,0,0,2.23,1983,4,19
1205,4/20/83,49,62.5,-13.5,34,40.1,-6.1,41.5,51.3,-9.8,0.11,-0.05,0.1,0,0.1,0,23,14,9,0,0,0,0,0.06,1983,4,20
1206,4/21/83,53,63,-10,37,40.4,-3.4,45,51.7,-6.7,0.12,-0.12,0,0,0,0,20,14,6,0,0,0,0,0,1983,4,21
1207,4/22/83,63,63.4,-0.4,34,40.7,-6.7,48.5,52,-3.5,0.12,-0.12,0,0,0,0,16,13,3,0,0,0,0,0,1983,4,22
1208,4/23/83,72,63.8,8.2,33,41,-8,52.5,52.4,0.1,0.12,-0.12,0,0,0,0,12,13,-1,0,0,0,3,0,1983,4,23
1209,4/24/83,52,64.2,-12.2,47,41.3,5.7,49.5,52.7,-3.2,0.13,1.24,0,0.1,-0.1,0,15,13,2,0,0,0,0,1.37,1983,4,24
1210,4/25/83,52,64.5,-12.5,42,41.6,0.4,47,53.1,-6.1,0.12,-0.07,0,0,0,0,18,12,6,0,0,0,0,0.05,1983,4,25
1211,4/26/83,56,64.9,-8.9,42,41.9,0.1,49,53.4,-4.4,0.12,-0.12,0,0,0,0,16,12,4,0,0,0,0,0,1983,4,26
1212,4/27/83,77,65.3,11.7,34,42.2,-8.2,55.5,53.8,1.7,0.13,-0.13,0,0,0,0,9,12,-3,0,0,0,6,0,1983,4,27
1213,4/28/83,88,65.7,22.3,46,42.5,3.5,67,54.1,12.9,0.13,-0.13,0,0,0,0,0,11,-11,2,0,2,17,0,1983,4,28
1214,4/29/83,80,66,14,52,42.8,9.2,66,54.4,11.6,0.13,-0.13,0,0,0,0,0,11,-11,1,0,1,16,0,1983,4,29
1215,4/30/83,77,66.4,10.6,56,43.1,12.9,66.5,54.7,11.8,0.12,-0.03,0,0,0,0,0,11,-11,2,0,2,17,0.09,1983,4,30
1216,5/1/83,81,66.7,14.3,58,43.4,14.6,69.5,55.1,14.4,0.12,-0.12,0,0,0,0,0,10,-10,5,0,5,20,0,1983,5,1
1217,5/2/83,70,67.1,2.9,58,43.7,14.3,64,55.4,8.6,0.12,-0.08,0,0,0,0,1,10,-9,0,0,0,14,0.04,1983,5,2
1218,5/3/83,76,67.4,8.6,59,44,15,67.5,55.7,11.8,0.12,-0.11,0,0,0,0,0,10,-10,3,0,3,18,0.01,1983,5,3
1219,5/4/83,67,67.7,-0.7,42,44.3,-2.3,54.5,56,-1.5,0.13,0.03,0,0,0,0,10,9,1,0,0,0,5,0.16,1983,5,4
1220,5/5/83,71,68,3,37,44.5,-7.5,54,56.3,-2.3,0.13,-0.13,0,0,0,0,11,9,2,0,0,0,4,0,1983,5,5
1221,5/6/83,67,68.4,-1.4,44,44.8,-0.8,55.5,56.6,-1.1,0.12,-0.12,0,0,0,0,9,9,0,0,0,0,6,0,1983,5,6
1222,5/7/83,73,68.7,4.3,42,45.1,-3.1,57.5,56.9,0.6,0.12,-0.12,0,0,0,0,7,9,-2,0,0,0,8,0,1983,5,7
1223,5/8/83,74,69,5,48,45.4,2.6,61,57.2,3.8,0.12,0.05,0,0,0,0,4,8,-4,0,1,-1,11,0.17,1983,5,8
1224,5/9/83,55,69.3,-14.3,40,45.6,-5.6,47.5,57.5,-10,0.12,0.01,0,0,0,0,17,8,9,0,1,-1,0,0.13,1983,5,9
1225,5/10/83,54,69.6,-15.6,37,45.9,-8.9,45.5,57.7,-12.2,0.13,-0.13,0,0,0,0,19,8,11,0,1,-1,0,0,1983,5,10
1226,5/11/83,58,69.9,-11.9,33,46.2,-13.2,45.5,58,-12.5,0.13,-0.13,0,0,0,0,19,8,11,0,1,-1,0,0,1983,5,11
1227,5/12/83,62,70.2,-8.2,32,46.5,-14.5,47,58.3,-11.3,0.13,-0.13,0,0,0,0,18,7,11,0,1,-1,0,0,1983,5,12
1228,5/13/83,67,70.4,-3.4,43,46.8,-3.8,55,58.6,-3.6,0.13,-0.13,0,0,0,0,10,7,3,0,1,-1,5,0,1983,5,13
1229,5/14/83,72,70.7,1.3,49,47,2,60.5,58.9,1.6,0.12,-0.12,0,0,0,0,4,7,-3,0,1,-1,11,0,1983,5,14
1230,5/15/83,63,71,-8,51,47.3,3.7,57,59.2,-2.2,0.14,0.28,0,0,0,0,8,7,1,0,1,-1,7,0.42,1983,5,15
1231,5/16/83,59,71.3,-12.3,39,47.6,-8.6,49,59.4,-10.4,0.14,0.39,0,0,0,0,16,6,10,0,1,-1,0,0.53,1983,5,16
1232,5/17/83,61,71.6,-10.6,35,47.9,-12.9,48,59.7,-11.7,0.14,-0.13,0,0,0,0,17,6,11,0,1,-1,0,0.01,1983,5,17
1233,5/18/83,66,71.8,-5.8,34,48.2,-14.2,50,60,-10,0.14,-0.14,0,0,0,0,15,6,9,0,1,-1,0,0,1983,5,18
1234,5/19/83,66,72.1,-6.1,39,48.5,-9.5,52.5,60.3,-7.8,0.15,-0.13,0,0,0,0,12,6,6,0,1,-1,3,0.02,1983,5,19
1235,5/20/83,65,72.4,-7.4,52,48.8,3.2,58.5,60.6,-2.1,0.14,-0.06,0,0,0,0,6,6,0,0,1,-1,9,0.08,1983,5,20
1236,5/21/83,76,72.6,3.4,58,49.1,8.9,67,60.9,6.1,0.15,-0.07,0,0,0,0,0,5,-5,2,1,1,17,0.08,1983,5,21
1237,5/22/83,78,72.9,5.1,55,49.4,5.6,66.5,61.2,5.3,0.16,0,0,0,0,0,0,5,-5,2,1,1,17,0.16,1983,5,22
1238,5/23/83,79,73.2,5.8,58,49.7,8.3,68.5,61.4,7.1,0.16,0.61,0,0,0,0,0,5,-5,4,1,3,19,0.77,1983,5,23
1239,5/24/83,66,73.5,-7.5,49,50,-1,57.5,61.7,-4.2,0.17,-0.05,0,0,0,0,7,5,2,0,2,-2,8,0.12,1983,5,24
1240,5/25/83,78,73.7,4.3,43,50.3,-7.3,60.5,62,-1.5,0.16,-0.16,0,0,0,0,4,5,-1,0,2,-2,11,0,1983,5,25
1241,5/26/83,63,74,-11,51,50.6,0.4,57,62.3,-5.3,0.16,0.1,0,0,0,0,8,4,4,0,2,-2,7,0.26,1983,5,26
1242,5/27/83,52,74.3,-22.3,49,51,-2,50.5,62.6,-12.1,0.16,0.52,0,0,0,0,14,4,10,0,2,-2,1,0.68,1983,5,27
1243,5/28/83,69,74.5,-5.5,40,51.3,-11.3,54.5,62.9,-8.4,0.15,-0.15,0,0,0,0,10,4,6,0,2,-2,5,0,1983,5,28
1244,5/29/83,63,74.8,-11.8,50,51.6,-1.6,56.5,63.2,-6.7,0.16,-0.13,0,0,0,0,8,4,4,0,2,-2,7,0.03,1983,5,29
1245,5/30/83,68,75.1,-7.1,56,52,4,62,63.5,-1.5,0.17,0.93,0,0,0,0,3,4,-1,0,2,-2,12,1.1,1983,5,30
1246,5/31/83,71,75.4,-4.4,50,52.3,-2.3,60.5,63.8,-3.3,0.16,-0.11,0,0,0,0,4,3,1,0,2,-2,11,0.05,1983,5,31
1247,6/1/83,74,75.6,-1.6,45,52.6,-7.6,59.5,64.1,-4.6,0.17,-0.11,0,0,0,0,5,3,2,0,2,-2,10,0.06,1983,6,1
1248,6/2/83,74,75.9,-1.9,51,53,-2,62.5,64.4,-1.9,0.18,-0.18,0,0,0,0,2,3,-1,0,3,-3,13,0,1983,6,2
1249,6/3/83,79,76.2,2.8,52,53.3,-1.3,65.5,64.8,0.7,0.17,-0.15,0,0,0,0,0,3,-3,1,3,-2,16,0.02,1983,6,3
1250,6/4/83,78,76.5,1.5,58,53.7,4.3,68,65.1,2.9,0.18,0.58,0,0,0,0,0,3,-3,3,3,0,18,0.76,1983,6,4
1251,6/5/83,79,76.8,2.2,52,54,-2,65.5,65.4,0.1,0.17,-0.17,0,0,0,0,0,3,-3,1,3,-2,16,0,1983,6,5
1252,6/6/83,82,77.1,4.9,59,54.3,4.7,70.5,65.7,4.8,0.17,-0.16,0,0,0,0,0,2,-2,6,3,3,21,0.01,1983,6,6
1253,6/7/83,78,77.3,0.7,60,54.7,5.3,69,66,3,0.17,-0.17,0,0,0,0,0,2,-2,4,3,1,19,0,1983,6,7
1254,6/8/83,75,77.6,-2.6,54,55,-1,64.5,66.3,-1.8,0.17,-0.17,0,0,0,0,0,2,-2,0,3,-3,15,0,1983,6,8
1255,6/9/83,73,77.9,-4.9,43,55.4,-12.4,58,66.6,-8.6,0.16,-0.16,0,0,0,0,7,2,5,0,4,-4,8,0,1983,6,9
1256,6/10/83,74,78.2,-4.2,43,55.7,-12.7,58.5,66.9,-8.4,0.16,-0.16,0,0,0,0,6,2,4,0,4,-4,9,0,1983,6,10
1257,6/11/83,87,78.5,8.5,54,56,-2,70.5,67.3,3.2,0.16,-0.16,0,0,0,0,0,2,-2,6,4,2,21,0,1983,6,11
1258,6/12/83,90,78.7,11.3,53,56.4,-3.4,71.5,67.6,3.9,0.16,-0.16,0,0,0,0,0,2,-2,7,4,3,22,0,1983,6,12
1259,6/13/83,92,79,13,63,56.7,6.3,77.5,67.9,9.6,0.15,-0.15,0,0,0,0,0,1,-1,13,4,9,28,0,1983,6,13
1260,6/14/83,90,79.3,10.7,66,57,9,78,68.2,9.8,0.15,-0.15,0,0,0,0,0,1,-1,13,4,9,28,0,1983,6,14
1261,6/15/83,93,79.6,13.4,66,57.3,8.7,79.5,68.5,11,0.15,-0.15,0,0,0,0,0,1,-1,15,5,10,30,0,1983,6,15
1262,6/16/83,84,79.9,4.1,65,57.7,7.3,74.5,68.8,5.7,0.15,-0.15,0,0,0,0,0,1,-1,10,5,5,25,0,1983,6,16
1263,6/17/83,85,80.1,4.9,61,58,3,73,69,4,0.13,-0.13,0,0,0,0,0,1,-1,8,5,3,23,0,1983,6,17
1264,6/18/83,86,80.4,5.6,64,58.3,5.7,75,69.3,5.7,0.14,-0.14,0,0,0,0,0,1,-1,10,5,5,25,0,1983,6,18
1265,6/19/83,85,80.7,4.3,66,58.6,7.4,75.5,69.6,5.9,0.14,-0.13,0,0,0,0,0,1,-1,11,5,6,26,0.01,1983,6,19
1266,6/20/83,86,80.9,5.1,62,58.9,3.1,74,69.9,4.1,0.13,-0.13,0,0,0,0,0,1,-1,9,6,3,24,0,1983,6,20
1267,6/21/83,86,81.2,4.8,58,59.1,-1.1,72,70.1,1.9,0.12,-0.12,0,0,0,0,0,1,-1,7,6,1,22,0,1983,6,21
1268,6/22/83,93,81.4,11.6,54,59.4,-5.4,73.5,70.4,3.1,0.12,-0.12,0,0,0,0,0,1,-1,9,6,3,24,0,1983,6,22
1269,6/23/83,92,81.6,10.4,57,59.7,-2.7,74.5,70.7,3.8,0.12,-0.12,0,0,0,0,0,0,0,10,6,4,25,0,1983,6,23
1270,6/24/83,91,81.9,9.1,65,59.9,5.1,78,70.9,7.1,0.12,-0.12,0,0,0,0,0,0,0,13,6,7,28,0,1983,6,24
1271,6/25/83,78,82.1,-4.1,55,60.2,-5.2,66.5,71.1,-4.6,0.12,-0.12,0,0,0,0,0,0,0,2,6,-4,17,0,1983,6,25
1272,6/26/83,75,82.3,-7.3,49,60.4,-11.4,62,71.4,-9.4,0.12,-0.12,0,0,0,0,3,0,3,0,7,-7,12,0,1983,6,26
1273,6/27/83,97,82.5,14.5,62,60.6,1.4,79.5,71.6,7.9,0.12,0.04,0,0,0,0,0,0,0,15,7,8,30,0.16,1983,6,27
1274,6/28/83,72,82.7,-10.7,56,60.9,-4.9,64,71.8,-7.8,0.12,1.47,0,0,0,0,1,0,1,0,7,-7,14,1.59,1983,6,28
1275,6/29/83,80,82.9,-2.9,52,61.1,-9.1,66,72,-6,0.11,-0.11,0,0,0,0,0,0,0,1,7,-6,16,0,1983,6,29
1276,6/30/83,84,83.1,0.9,52,61.3,-9.3,68,72.2,-4.2,0.12,-0.12,0,0,0,0,0,0,0,3,7,-4,18,0,1983,6,30
1277,7/1/83,81,83.3,-2.3,57,61.4,-4.4,69,72.4,-3.4,0.11,-0.11,0,0,0,0,0,0,0,4,8,-4,19,0,1983,7,1
1278,7/2/83,92,83.5,8.5,69,61.6,7.4,80.5,72.5,8,0.12,-0.12,0,0,0,0,0,0,0,16,8,8,31,0,1983,7,2
1279,7/3/83,94,83.6,10.4,67,61.8,5.2,80.5,72.7,7.8,0.11,-0.11,0,0,0,0,0,0,0,16,8,8,31,0,1983,7,3
1280,7/4/83,95,83.8,11.2,71,61.9,9.1,83,72.9,10.1,0.12,-0.12,0,0,0,0,0,0,0,18,8,10,33,0,1983,7,4
1281,7/5/83,85,83.9,1.1,66,62.1,3.9,75.5,73,2.5,0.12,0.58,0,0,0,0,0,0,0,11,8,3,26,0.7,1983,7,5
1282,7/6/83,81,84,-3,58,62.2,-4.2,69.5,73.1,-3.6,0.12,-0.1,0,0,0,0,0,0,0,5,8,-3,20,0.02,1983,7,6
1283,7/7/83,79,84.2,-5.2,57,62.3,-5.3,68,73.2,-5.2,0.12,-0.12,0,0,0,0,0,0,0,3,8,-5,18,0,1983,7,7
1284,7/8/83,86,84.3,1.7,53,62.4,-9.4,69.5,73.4,-3.9,0.12,-0.12,0,0,0,0,0,0,0,5,8,-3,20,0,1983,7,8
1285,7/9/83,84,84.4,-0.4,59,62.5,-3.5,71.5,73.5,-2,0.13,-0.11,0,0,0,0,0,0,0,7,9,-2,22,0.02,1983,7,9
1286,7/10/83,78,84.5,-6.5,52,62.6,-10.6,65,73.6,-8.6,0.13,-0.13,0,0,0,0,0,0,0,0,9,-9,15,0,1983,7,10
1287,7/11/83,82,84.6,-2.6,53,62.7,-9.7,67.5,73.6,-6.1,0.13,-0.13,0,0,0,0,0,0,0,3,9,-6,18,0,1983,7,11
1288,7/12/83,90,84.6,5.4,66,62.8,3.2,78,73.7,4.3,0.14,-0.14,0,0,0,0,0,0,0,13,9,4,28,0,1983,7,12
1289,7/13/83,88,84.7,3.3,68,62.9,5.1,78,73.8,4.2,0.14,-0.14,0,0,0,0,0,0,0,13,9,4,28,0,1983,7,13
1290,7/14/83,91,84.7,6.3,59,62.9,-3.9,75,73.8,1.2,0.14,-0.14,0,0,0,0,0,0,0,10,9,1,25,0,1983,7,14
1291,7/15/83,93,84.8,8.2,63,63,0,78,73.9,4.1,0.14,-0.14,0,0,0,0,0,0,0,13,9,4,28,0,1983,7,15
1292,7/16/83,96,84.8,11.2,69,63,6,82.5,73.9,8.6,0.13,-0.13,0,0,0,0,0,0,0,18,9,9,33,0,1983,7,16
1293,7/17/83,89,84.9,4.1,62,63,-1,75.5,73.9,1.6,0.14,-0.14,0,0,0,0,0,0,0,11,9,2,26,0,1983,7,17
1294,7/18/83,93,84.9,8.1,65,63.1,1.9,79,74,5,0.14,-0.14,0,0,0,0,0,0,0,14,9,5,29,0,1983,7,18
1295,7/19/83,86,84.9,1.1,68,63.1,4.9,77,74,3,0.14,-0.14,0,0,0,0,0,0,0,12,9,3,27,0,1983,7,19
1296,7/20/83,92,84.9,7.1,68,63.1,4.9,80,74,6,0.13,-0.13,0,0,0,0,0,0,0,15,9,6,30,0,1983,7,20
1297,7/21/83,94,84.9,9.1,63,63.1,-0.1,78.5,74,4.5,0.14,-0.14,0,0,0,0,0,0,0,14,9,5,29,0,1983,7,21
1298,7/22/83,84,84.9,-0.9,62,63.1,-1.1,73,74,-1,0.14,-0.14,0,0,0,0,0,0,0,8,9,-1,23,0,1983,7,22
1299,7/23/83,88,84.9,3.1,60,63.1,-3.1,74,74,0,0.14,-0.14,0,0,0,0,0,0,0,9,9,0,24,0,1983,7,23
